           Latitude |            Longitude | Level | Code                       |     Center Latitude |     Center Longitude
+49.612188211772661 |  +17.584678247820250 |     7 | ZA8H                       | +49.830607479509702 |  +18.281250000000000
 -4.399440581645351 |  +63.045328975472501 |     7 | TEE4                       |  -4.056101933420132 |  +63.281250000000000
-78.944659920621234 | -143.165946280466073 |     7 | SB5G                       | -78.818474925590735 | -143.437500000000000
-34.277206429599097 | +173.876439584822265 |     7 | S7H2                       | -33.611295472974831 | +174.375000000000000
-59.418495559611621 |  -60.985331726684279 |     7 | R4E5                       | -59.203928481850745 |  -60.468750000000000
-74.047019901827895 |  -60.743203094618536 |     7 | VGJ5                       | -74.116696273597640 |  -60.468750000000000
-29.634466775985658 | +160.850581540027974 |     7 | TJ7F                       | -29.460947671219117 | +160.312500000000000
+56.927956377363785 |  -42.204881072602262 |     7 | WC7B                       | +57.061474882765523 |  -42.187500000000000
-78.382170029035777 | +119.171201038336164 |     7 | SJ88                       | -78.336167820586894 | +119.531250000000000
+26.478019046567013 | -125.148785885528497 |     7 | WFGE                       | +27.318379610801081 | -125.156250000000000
+81.819467710609814 | -143.915962527315685 |     7 | XHF8                       | +81.916169314347982 | -144.843750000000000
+60.550001859311834 |  -74.064180913311972 |     7 | W5EE                       | +60.826596685187859 |  -74.531250000000000
-10.662469858092308 | +106.364349639473289 |     7 | TH57                       | -11.292750882111914 | +106.875000000000000
+29.277323744307495 | +157.631174799854080 |     7 | YD73                       | +29.460947671219117 | +157.500000000000000
+19.980268011237129 | -144.788341867541021 |     7 | WF5J                       | +19.885773004528684 | -144.843750000000000
+63.394439805943136 |  +96.895988995892765 |     7 | Y8J5                       | +63.114559534409132 |  +97.031250000000000
+34.944832585038995 | -160.655922952655260 |     7 | X7JF                       | +34.952938322482787 | -160.312500000000000
-17.116491698769991 | -119.723104994565887 |     7 | RE5F                       | -17.579291652036105 | -120.937500000000000
+53.093190392305274 |  +72.190304214430597 |     7 | Y444                       | +52.871545300171483 |  +71.718750000000000
+63.182866930964281 | +167.967038492699032 |     7 | X5B8                       | +63.114559534409132 | +167.343750000000000
+45.315471509190829 | +177.923909959474372 |     7 | X62F                       | +44.885858411451764 | +177.187500000000000
+18.929560210998361 | -166.633342599078787 |     7 | WJ4D                       | +18.351597408673516 | -167.343750000000000
-80.116879961028502 |  -56.842604926636071 |     7 | VJCA                       | -80.150271137103857 |  -57.656250000000000
+53.351777093735990 | +131.808494276903161 |     7 | YCA5                       | +52.871545300171483 | +130.781250000000000
+76.004070435026819 | -156.556271322425374 |     7 | XH7A                       | +76.193451642517161 | -156.093750000000000
-75.116120317031005 | +148.782094692132148 |     7 | SGDJ                       | -74.981668361753819 | +147.656250000000000
-32.154604188012044 |  +20.875464219467773 |     7 | TD75                       | -31.559198669688854 |  +21.093750000000000
+79.572000705549613 |  -35.838527495067609 |     7 | ZB8D                       | +79.578926191545634 |  -35.156250000000000
+27.357983239966629 |  -35.683357092485295 |     7 | WBGE                       | +27.318379610801081 |  -35.156250000000000
+44.234661371308505 |   +9.977301206231687 |     7 | Z6CH                       | +44.307740686256032 |   +9.843750000000000
-43.291596170395898 |  -82.329803546952164 |     7 | R2FJ                       | -43.134257621083542 |  -82.968750000000000
-39.904480675291481 |  +11.635318173081885 |     7 | V6F8                       | -39.476436591120908 |  +12.656250000000000
+33.512960952545910 | +161.740764015531170 |     7 | X7D5                       | +32.932493279281019 | +161.718750000000000
+32.011782674495535 | +101.229423826460618 |     7 | Y3F2                       | +30.864824998518348 | +101.250000000000000
-54.605639463223554 |  -45.337454997362755 |     7 | RG62                       | -54.316951040536310 |  -45.000000000000000
-14.220651203922685 |  +67.096882800170278 |     7 | TE25                       | -13.670692243811100 |  +66.093750000000000
-33.664537384519953 |  -70.814908288920208 |     7 | R3DC                       | -33.611295472974831 |  -70.312500000000000
-23.768908517115143 | +111.708749355563612 |     7 | TH64                       | -24.396391304011019 | +111.093750000000000
+12.797314091657427 | -152.900179260215594 |     7 | WJ58                       | +13.670692243811100 | -153.281250000000000
-69.561939271203627 |  -46.336700058300238 |     7 | VG4J                       | -69.588231868126812 |  -46.406250000000000
+43.970169473007402 |  +67.926033532324993 |     7 | Y46E                       | +44.307740686256032 |  +68.906250000000000
+34.303549802645009 |  +96.195623779474886 |     7 | Y3H3                       | +34.952938322482787 |  +95.625000000000000
-35.105946973757000 |  +17.372261499151676 |     7 | V7D3                       | -34.952938322482787 |  +16.875000000000000
 +7.150363590587304 |  +86.267700424781765 |     7 | Y37C                       |  +6.481323390197593 |  +87.187500000000000
+75.353903685544651 |  -79.923619873632276 |     7 | W7ED                       | +75.396729649381712 |  -80.156250000000000
+48.372384688582684 |  +57.589397468374472 |     7 | YGC8                       | +47.690211294279329 |  +57.656250000000000
+13.234025568366647 |  +98.956720565064700 |     7 | YEGG                       | +12.880496942116240 |  +98.437500000000000
+73.236452446427279 | -166.791089567011312 |     7 | X2FC                       | +73.436297686882952 | -165.937500000000000
-58.156030419651984 |  +92.263403340401680 |     7 | T27G                       | -57.933945479643825 |  +92.812500000000000
-68.647333460982878 |   +5.804532266793501 |     7 | V283                       | -68.721630564826583 |   +5.625000000000000
-46.204736052083632 |  -81.253546616609469 |     7 | R2GC                       | -46.024837980325273 |  -81.562500000000000
+33.290540779220848 | -169.130601623263829 |     7 | X7F6                       | +33.611295472974831 | -168.750000000000000
+61.573404190011786 |  -19.987576073182794 |     7 | Z5EF                       | +61.992041489629983 |  -19.687500000000000
 +0.394737702014666 |  +14.417266929729095 |     7 | YJHH                       |  +0.811871646187418 |  +15.468750000000000
+24.005334327385057 |  -55.851628815810685 |     7 | WBC4                       | +24.396391304011019 |  -54.843750000000000
-65.791297950762214 |  -65.383582800176441 |     7 | RA2H                       | -65.906995174518215 |  -66.093750000000000
-54.734948072382160 |  +20.207944602170613 |     7 | V82G                       | -54.316951040536310 |  +19.687500000000000
-30.013430374778480 | +164.904184077636558 |     7 | S7FB                       | -29.460947671219117 | +165.937500000000000
+76.815838662322392 |  +43.245317004566942 |     7 | ZF3C                       | +76.762872928514156 |  +42.187500000000000
+19.379400622034737 | +174.736283244158130 |     7 | X75E                       | +19.885773004528684 | +175.781250000000000
+63.876509564489140 |  +95.425181696930395 |     7 | Y8J6                       | +64.195316724637664 |  +95.625000000000000
-30.745414650628653 |  -48.405949877492503 |     8 | RF3CN                      | -30.515734241997812 |  -48.515625000000000
-49.271537461021339 |   -4.626674309745141 |     8 | V65EM                      | -49.304054202109263 |   -4.218750000000000
+80.878885370233121 | +148.374343084171983 |     8 | XECFP                      | +80.756023953660730 | +148.359375000000000
-62.947499653409182 | -170.931495855417779 |     8 | S5DGM                      | -63.114559534409132 | -171.562500000000000
+65.749265770105666 |  +13.381246061534682 |     8 | Z4GEN                      | +65.740742064410725 |  +13.359375000000000
-49.449152157289085 |  +62.515177050468708 |     8 | T5A3P                      | -49.038645738554997 |  +62.578125000000000
+23.787436078934135 | -136.049181538871807 |     8 | WF25N                      | +24.026150329218666 | -135.703125000000000
-39.650312530547112 | -158.371932847227129 |     8 | S87AN                      | -39.789077076839462 | -158.203125000000000
-47.854135034693535 | -132.369957052897348 |     8 | RC4GM                      | -47.690211294279329 | -132.187500000000000
-50.596042805610438 |  +66.768172528722118 |     8 | T54JP                      | -50.609810542686184 |  +66.796875000000000
-74.303216658753229 | -143.332338510642074 |     8 | SCHGK                      | -74.337387985368451 | -143.437500000000000
-60.337536068136330 |  -66.045196455071746 |     8 | R4EJM                      | -60.428377756437925 |  -66.093750000000000
-33.193098260837878 |  -88.177037286009806 |     8 | R33AK                      | -32.932493279281019 |  -88.593750000000000
+41.322239008307463 | +179.288203592916204 |     8 | X632N                      | +41.635128497792550 | +179.296875000000000
 +5.604145588916268 | +159.912978449019135 |     8 | YD3GM                      |  +5.673994841452473 | +160.312500000000000
-17.052601283034790 | -141.594319151023171 |     8 | RBA3N                      | -17.191888719673379 | -141.328125000000000
-15.046379724541538 |  -73.394001570710401 |     8 | RH52M                      | -15.243017898439581 |  -73.125000000000000
 -1.087422045217252 |  +56.535723689912345 |     8 | TEB7M                      |  -0.811871646187418 |  +56.250000000000000
 -6.424178384499555 | +156.657784348017231 |     8 | TJ32P                      |  -6.884513674832379 | +156.796875000000000
+63.461149221955537 |  +72.711934259830997 |     8 | YAE4P                      | +63.297554012693254 |  +72.421875000000000
 -1.701317994090303 | -132.592578546795522 |     8 | REDBK                      |  -1.623580305937836 | -132.187500000000000
-16.986041035116685 |  +73.584554184422529 |     8 | TE43P                      | -17.191888719673379 |  +73.828125000000000
-35.479886124623391 | -142.564292084368645 |     8 | RBHHK                      | -35.615680526800659 | -142.031250000000000
+67.276693136323615 |  +75.258291533596037 |     8 | YA5AP                      | +67.355705581358137 |  +75.234375000000000
+19.013106418474948 | +105.299606019209989 |     8 | YE4EN                      | +18.736468841835155 | +104.765625000000000
+55.359747155548035 |   -5.954760658431610 |     8 | Z6A7K                      | +55.253253200434635 |   -5.625000000000000
+62.871247843776075 | +149.910843852397932 |     8 | X5H4M                      | +62.745084951259486 | +150.468750000000000
-37.679198259865437 |  +38.716329524685932 |     8 | TCE3P                      | -37.892127400935635 |  +38.671875000000000
 +4.384634254801725 |  +13.660480494684890 |     8 | YJFAP                      |  +4.460929728410862 |  +13.359375000000000
+72.185920607411475 |  -70.132067030509560 |     8 | W86BM                      | +72.238896618031987 |  -70.312500000000000
+79.735137033491469 | +144.767237329523539 |     8 | XB8DM                      | +79.724764416537170 | +144.843750000000000
 -6.808036424680211 | +114.283174902539827 |     8 | TH3CP                      |  -6.884513674832379 | +114.609375000000000
+44.375240314937130 |  +64.042189062667660 |     8 | Y46JN                      | +44.016525172592921 |  +63.984375000000000
-29.715680249216540 | -109.277642944456588 |     8 | RE7FN                      | -29.813786857090218 | -108.984375000000000
+28.290904285632408 | +123.470386704390307 |     8 | YBBHN                      | +28.395077394188348 | +123.046875000000000
-79.786800102956747 |  +51.409215111064327 |     8 | VBA3N                      | -79.796924586365463 |  +51.328125000000000
 -9.422232228464821 | +143.311591845714076 |     8 | TJBFM                      |  -8.894940208533429 | +143.437500000000000
-29.445345100712743 |   -9.293467585096181 |     8 | V7FFP                      | -29.813786857090218 |   -9.140625000000000
 +2.435610893825242 | -129.441772306420944 |     8 | WHJ2P                      |  +2.840481605797872 | -130.078125000000000
+35.113371615008987 | +118.971484243545433 |     8 | YBDHM                      | +34.952938322482787 | +119.531250000000000
-72.916191196655220 |  -75.100024606715010 |     8 | R6BJM                      | -72.967043967191529 |  -74.531250000000000
-76.192556335540360 | +164.355877687767247 |     8 | S3D4K                      | -76.193451642517161 | +164.531250000000000
+27.571973478618020 | +167.112151003721351 |     8 | X7CEK                      | +27.318379610801081 | +167.343750000000000
 +5.194505788956434 | +108.744668602421029 |     8 | YEH8N                      |  +5.269896194039670 | +108.984375000000000
-20.713517575672554 |  -52.625148273849277 |     8 | RF4BN                      | -21.026798532517631 |  -52.734375000000000
-20.077885960672994 |  +56.830368141514157 |     8 | TBC7M                      | -19.885773004528684 |  +56.250000000000000
-23.181081114402474 | +144.132282577521210 |     8 | TFCAP                      | -23.282472183333240 | +144.140625000000000
+79.708893715613868 | -169.046454478677873 |     8 | XHC7K                      | +79.724764416537170 | -168.750000000000000
-50.532213339322837 | -139.590002668541047 |     8 | RC8HN                      | -50.609810542686184 | -139.921875000000000
-75.480142189985600 |  -98.013242394976871 |     8 | R7EBM                      | -75.396729649381712 |  -98.437500000000000
 -8.775638623832592 | +121.316531503926171 |     8 | THFFM                      |  -8.894940208533429 | +120.937500000000000
-45.880926962786269 |   -2.179707961607534 |     8 | V62CP                      | -45.742249770546934 |   -2.109375000000000
+70.859125763230821 |  +60.197294443202964 |     8 | YAA4N                      | +70.825033023773486 |  +59.765625000000000
+49.163634657720820 |  +18.357829266775042 |     8 | ZA8HM                      | +49.304054202109263 |  +18.281250000000000
+79.245689505640968 |  +31.918375685330716 |     8 | ZHAJK                      | +79.281081887037374 |  +32.343750000000000
-74.961146990090867 | -108.726192021673853 |     8 | R6JHK                      | -74.981668361753819 | -108.281250000000000
-15.706152414093694 |  +36.459782126559475 |     8 | TBAGK                      | -16.024871939262457 |  +36.562500000000000
+44.850891647439525 |  -31.288994674600929 |     8 | WCCBK                      | +44.885858411451764 |  -30.937500000000000
+34.645946477766543 | +104.353021119284961 |     8 | Y3JBN                      | +34.619538574966683 | +104.765625000000000
-30.140171915420588 | +172.537286412894673 |     8 | S7FFN                      | -29.813786857090218 | +172.265625000000000
+24.683579749934808 | +137.159301883007231 |     8 | YB24N                      | +24.026150329218666 | +137.109375000000000
 +9.226077361750612 |  +86.977118574836538 |     8 | Y37BM                      |  +8.894940208533429 |  +87.187500000000000
+44.622158966474117 | +146.969416524448434 |     8 | YCC3P                      | +45.172760214190099 | +146.953125000000000
-57.669529459774530 |  +20.982032700929437 |     8 | V835M                      | -57.933945479643825 |  +21.093750000000000
-11.812883101228650 | +152.337247622546499 |     8 | TJ57N                      | -11.690561652500344 | +152.578125000000000
-65.133668891660079 | +173.726599925128596 |     8 | S4FDN                      | -65.404998139892982 | +173.671875000000000
+61.925028284748862 | -153.422538636870513 |     8 | X4EHM                      | +61.992041489629983 | -153.281250000000000
 -1.489958338196274 |  +78.321420076509298 |     8 | TEF7K                      |  -1.623580305937836 |  +78.750000000000000
+39.279502445730344 | +146.337885085651521 |     8 | YCB6M                      | +39.476436591120908 | +146.250000000000000
+49.458276981436001 |  -68.065063076127785 |     8 | W567K                      | +49.304054202109263 |  -67.500000000000000
 -0.258158444302723 |  +72.642874656907452 |     8 | TEHEP                      |  -0.405946011663530 |  +72.421875000000000
-59.634385041273703 | -110.163312863928965 |     8 | R5EGP                      | -59.821777498559300 | -110.390625000000000
 -3.126762010603585 |  -72.631512466015423 |     8 | RHE2P                      |  -2.840481605797872 |  -72.421875000000000
+59.798675239718705 |  +31.059835747422454 |     8 | ZAHGK                      | +59.617084432402862 |  +30.937500000000000
-24.960391162259540 | +125.579889217587606 |     8 | TFG5M                      | -25.133615388098796 | +125.156250000000000
+50.285097797231828 | +179.407755755737014 |     8 | X64JP                      | +50.091756489273926 | +179.296875000000000
+57.283160408386152 |  -30.795647469955327 |     8 | Z8BBK                      | +57.061474882765523 |  -30.937500000000000
-61.438436362424603 | +122.630726952172040 |     8 | TAHJP                      | -61.414756915554314 | +123.046875000000000
-72.611285759282509 |  -53.902365355852496 |     8 | VGFHP                      | -72.606662483388391 |  -54.140625000000000
+69.229443774675957 | +165.875930440236232 |     8 | X55FM                      | +69.014330228767463 | +165.937500000000000
+23.184007808886278 |  +67.913394114136878 |     8 | YH6AN                      | +23.282472183333240 |  +68.203125000000000
-75.465225207705672 |   +5.212922792237237 |     8 | V3H3M                      | -75.396729649381712 |   +5.625000000000000
 +7.730198595640445 |  -57.563731395319991 |     8 | WEBEM                      |  +8.091952543450246 |  -57.656250000000000
-71.153439862040656 |  -97.593264099218160 |     8 | R648N                      | -71.089926849608247 |  -97.734375000000000
-23.423405811651307 |  -23.348884854121337 |     8 | RJ6AN                      | -23.282472183333240 |  -23.203125000000000
+14.996990792624572 |  +80.060946731365107 |     8 | YHC8K                      | +15.243017898439581 |  +80.156250000000000
-30.078869565902238 |  -61.576646429166075 |     8 | RFJ7N                      | -29.813786857090218 |  -61.171875000000000
-79.219613039225848 | -165.285050366153399 |     8 | SEAFM                      | -79.281081887037374 | -165.937500000000000
-39.943655721852885 |  +86.488199162984415 |     8 | T2E4N                      | -39.789077076839462 |  +86.484375000000000
+21.163429359099851 |  +97.124047444020505 |     8 | Y34EM                      | +20.647400918544850 |  +97.031250000000000
+44.354201531017821 | +128.364288360948478 |     8 | YCGDK                      | +44.307740686256032 | +127.968750000000000
+36.338337095656740 | +172.443930840296218 |     8 | X6HHP                      | +36.599569119190114 | +172.265625000000000
+65.780199458822921 |  +31.218179840364314 |     8 | Z4CFM                      | +65.906995174518215 |  +30.937500000000000
+14.540276963643961 | -167.663865473197376 |     8 | WJG8P                      | +14.850988081048987 | -168.046875000000000
+82.224433486396890 | -132.632640948188964 |     8 | XJDBP                      | +82.196647452280885 | -132.890625000000000
+39.641641923928887 | +115.565470244751168 |     8 | YCJGM                      | +39.476436591120908 | +115.312500000000000
-20.937739086099569 | -109.133260320487054 |     8 | REABN                      | -21.026798532517631 | -108.984375000000000
-66.178499754861704 |  +89.498162098648038 |     8 | T663K                      | -66.236291420384390 |  +90.000000000000000
 -7.809085638999562 |  +76.938393240408857 |     8 | TEFFP                      |  -7.689847813638832 |  +76.640625000000000
+68.515220893072552 | -127.229854985619596 |     8 | XGAFP                      | +68.573824521932679 | -127.265625000000000
+69.135928974690870 |  -31.814474576962795 |     9 | Z54DF                      | +69.159234723555699 |  -31.640625000000000
-32.118267126120394 | +159.502413817000445 |     9 | TJ74E                      | -32.076615400340216 | +159.257812500000000
+80.925590064136060 | -108.398801603718667 |     9 | XJ2J2                      | +80.949619388694288 | -108.281250000000000
+25.868117776890358 | -141.661687042418265 |     9 | WF57J                      | +26.048913985681590 | -141.679687500000000
+24.890986814361327 | +117.832761999305887 |     9 | YE865                      | +24.949720378702491 | +117.773437500000000
+30.430250151838351 |  -29.760068857465541 |     9 | WBFCD                      | +30.340716520128929 |  -29.882812500000000
-19.286438818505452 |  -38.475930519569857 |     9 | RF5HE                      | -19.312130773514333 |  -38.320312500000000
+14.796610133428473 | +137.364217226098390 |     9 | YB68D                      | +14.654704894749599 | +137.460937500000000
+70.767985674474687 | -160.729336725365471 |     9 | X4A5F                      | +70.825033023773486 | -161.015625000000000
-52.511579934919133 | -139.599246301816152 |     9 | RC84A                      | -52.502437220154349 | -139.570312500000000
-50.579821739402391 |  -55.221188180698164 |     9 | RG8DE                      | -50.480826782577871 |  -55.195312500000000
 +1.077302449604559 |  +46.606041723294794 |     9 | YHJJ5                      |  +1.014820455424402 |  +46.757812500000000
+38.288354744856932 | +140.440154898890569 |     9 | YCE2H                      | +38.371100609028922 | +140.273437500000000
+80.667754687881740 |  +58.628332280563143 |     9 | ZJCGE                      | +80.657692333023789 |  +58.710937500000000
+56.962663905096491 | +100.093984892891626 |     9 | Y5BH8                      | +56.950945485743318 | +100.195312500000000
-31.744684731295642 | +135.249217284572296 |     9 | TF327                      | -31.904465448395683 | +135.000000000000000
-75.414318177704672 | -179.867756249475178 |     9 | S3376                      | -75.396729649381712 | -180.000000000000000
-37.319387163895961 |  -13.644889334118034 |     9 | V6DF5                      | -37.410017618085433 |  -13.710937500000000
+22.820870873657057 | -143.362704043963873 |     9 | WF5G6                      | +22.909060324418331 | -143.437500000000000
+28.535409902052720 | +108.653712141490018 |     9 | YE7JE                      | +28.216372494329306 | +108.632812500000000
-51.902883557417951 |  -30.554908260554214 |     9 | VA4CH                      | -52.005429565681951 |  -30.585937500000000
 +3.296222409437036 |  -17.349473489586956 |     9 | WDE24                      |  +3.448486041456019 |  -17.226562500000000
+49.452421018148044 | +165.788063322959090 |     9 | X8AF4                      | +49.436225097057068 | +165.585937500000000
+49.307811556476139 | -151.922585564703155 |     9 | XAA32                      | +49.304054202109263 | -151.875000000000000
+50.294519473548945 | -156.025320395201589 |     9 | XAADH                      | +50.221800057716145 | -155.742187500000000
-43.547699296072480 | -124.885117139139794 |     9 | RCFHE                      | -43.577007239049699 | -124.804687500000000
-49.889657226239358 |  +10.193445740646212 |     9 | V64D5                      | -49.699501473463179 |  +10.195312500000000
+28.317650269132315 |  -10.684338359025247 |     9 | Z7BEF                      | +28.395077394188348 |  -10.546875000000000
+75.819856323606672 |  -93.494764789140007 |     9 | W7HCF                      | +75.899799937584689 |  -93.515625000000000
+43.401008747898899 | +133.265584262573441 |     9 | YC3EE                      | +43.577007239049699 | +133.242187500000000
+10.236868050185052 |  -15.759899293840874 |     9 | WDCJ3                      | +10.096078899982144 |  -15.468750000000000
+15.864172544181827 |  -25.628482742276532 |     9 | WD4G5                      | +15.829689389970179 |  -25.664062500000000
 +9.103397710139490 |  -29.903777233631445 |     9 | WDFJB                      |  +9.295784594945500 |  -30.234375000000000
-16.416018827765384 |  +70.324728530230743 |     9 | TE4G3                      | -16.414662616502969 |  +70.312500000000000
-67.153046291034357 | -120.044853817624499 |     9 | R85A4                      | -67.120111501981270 | -119.882812500000000
+57.924886393816564 |  +97.587844853467686 |     9 | Y5BGG                      | +57.933945479643825 |  +97.734375000000000
-36.045908618125296 |  -44.183184240326312 |     9 | RFEJF                      | -35.945011915675039 |  -44.296875000000000
+70.266641186397266 | +114.507801062590033 |     9 | Y88GF                      | +70.284495689864173 | +114.609375000000000
+18.859696067380170 | -100.263535630935209 |     9 | W38DE                      | +18.928577423266518 | -100.195312500000000
-75.168757588420419 |  -24.747175136916667 |     9 | VGDDJ                      | -75.138650431466189 |  -24.960937500000000
+28.472240728007790 | +118.252976586426541 |     9 | YBD77                      | +28.395077394188348 | +118.125000000000000
+58.170727481261622 | -168.200675534389177 |     9 | XAB28                      | +58.255768121275693 | -168.398437500000000
-42.197435191807777 |  -57.925948148134907 |     9 | RGBFJ                      | -42.088625141080421 |  -58.007812500000000
-51.338923060187525 | +109.071136210981592 |     9 | T44FG                      | -51.376318678331749 | +108.984375000000000
+44.114440092163022 |   +6.059894537149489 |     9 | Z6CJF                      | +44.016525172592921 |   +6.328125000000000
+79.651432530082957 | -128.138925207296779 |     9 | XF8E4                      | +79.615576551134382 | -128.320312500000000
+65.916515522699768 | -138.073228501710190 |     9 | XG6F8                      | +65.989719442871404 | -138.164062500000000
-55.553093235798642 |  +70.638912090222760 |     9 | T52BA                      | -55.598796516962153 |  +70.664062500000000
-64.395585558072838 |  +23.704234350735902 |     9 | V5357                      | -64.371465733270213 |  +23.906250000000000
-13.156274044402835 |  +82.250627594765319 |     9 | TEGGG                      | -12.880496942116240 |  +82.265625000000000
+66.085332249546042 |  +97.153745280859937 |     9 | Y8GJ8                      | +66.154366872566086 |  +97.382812500000000
+57.676066373097825 | -168.139638528756336 |     9 | XAB2B                      | +57.717780528209495 | -168.046875000000000
-31.305387371279345 |   +5.555911207079646 |     9 | V7E68                      | -31.386083778773731 |   +5.273437500000000
-13.862232025307762 |  -96.748216927312157 |     9 | R3AA2                      | -13.670692243811100 |  -97.031250000000000
-31.688267305463135 | +160.355149340978073 |     9 | TJ7G6                      | -31.559198669688854 | +160.312500000000000
-33.946756923253169 |  -52.594520335277139 |     9 | RFHGB                      | -33.948710997924366 |  -52.734375000000000
-81.855581072175625 | +124.227945820034847 |     9 | SJBAD                      | -81.830089242574189 | +124.101562500000000
-56.928815622688120 | -106.508060815058627 |     9 | R5E75                      | -56.950945485743318 | -106.523437500000000
-40.365423501854636 | +138.463940464143320 |     9 | TGH8B                      | -40.410112204832309 | +138.515625000000000
-48.416408452998283 | +107.109489912458400 |     9 | T4A23                      | -48.503555499108238 | +106.875000000000000
+50.808088528285168 | +153.727404763102470 |     9 | X85EC                      | +50.866720415069942 | +153.984375000000000
-63.407358028484616 | -101.779569958380719 |     9 | R8FAD                      | -63.388617931946861 | -101.601562500000000
+40.062406608208377 | -109.439728458933942 |     9 | W2J4D                      | +39.944867107755009 | -109.335937500000000
-35.241715781481304 | -119.973031159909453 |     9 | RBDHA                      | -35.119132096453455 | -119.882812500000000
-53.983740812441823 |   -6.640792333845951 |     9 | V6884                      | -53.960229857781826 |   -6.679687500000000
-64.376886876194575 |  -64.188857353095997 |     9 | RA3CB                      | -64.371465733270213 |  -63.984375000000000
-12.107226510227164 | -171.162678051368061 |     9 | RDCCH                      | -12.286202047141600 | -171.210937500000000
-18.417758523657668 | -146.115923009213901 |     9 | RDG76                      | -18.351597408673516 | -146.250000000000000
 -1.059124352172560 | +117.265747880554670 |     9 | THHE4                      |  -1.014820455424402 | +117.070312500000000
+52.518928911003741 | -151.038534406535803 |     9 | XA458                      | +52.502437220154349 | -150.820312500000000
+16.695990545071808 | +120.451097509645138 |     9 | YE5GE                      | +16.609266616011880 | +120.585937500000000
-43.217473608167360 |  +94.293544121855689 |     9 | T23D2                      | -43.134257621083542 |  +94.218750000000000
+64.450680164815225 | +110.204694518559904 |     9 | Y83CH                      | +64.459119267346537 | +110.039062500000000
-64.769766865308213 | -176.738400171941436 |     9 | S27BF                      | -64.720404266675700 | -176.484375000000000
-50.845454490532425 |  -82.628157259215641 |     9 | R2AH4                      | -50.994647168836622 |  -82.617187500000000
+19.162630462084081 |  -41.661656912765380 |     9 | WB4HJ                      | +19.312130773514333 |  -41.835937500000000
+33.548919177332650 |  -52.893014212220905 |     9 | WBECG                      | +33.611295472974831 |  -52.734375000000000
-56.997309583162668 |  -67.431656345027349 |     9 | R4332                      | -57.061474882765523 |  -67.500000000000000
+63.388479577574998 | +165.071643928223352 |     9 | X5E5H                      | +63.388617931946861 | +164.882812500000000
-48.241359274861225 | +103.848619328798861 |     9 | T4AG2                      | -48.233870197915941 | +104.062500000000000
-37.382704494218011 | +139.367355635306694 |     9 | TGHEA                      | -37.410017618085433 | +139.570312500000000
-55.163202413966459 |  +59.745570729860475 |     9 | T5GBG                      | -55.253253200434635 |  +59.765625000000000
-68.578075347839345 | +170.601596630593008 |     9 | S2AFD                      | -68.499555063972593 | +170.507812500000000
+33.091441538349912 | +123.053666185830707 |     9 | YBBAC                      | +32.932493279281019 | +123.046875000000000
+10.996101121101759 |   -8.351508985610337 |     9 | WDCB4                      | +11.093637226148459 |   -8.085937500000000
+20.102660585193149 |  +10.346944211801286 |     9 | Z74D5                      | +20.076529552104468 |  +10.195312500000000
 -5.049588460423493 |  +93.402090524751372 |     9 | THD8D                      |  -5.067746978950078 |  +93.164062500000000
-53.075894766159372 | -118.378062664142931 |     9 | R5427                      | -53.115886472474706 | -118.125000000000000
-11.241525906249464 |  -64.530750223819439 |     9 | RH2F2                      | -11.292750882111914 |  -64.687500000000000
-70.241731968066631 | +124.009377270744380 |     9 | SGG6H                      | -70.215907884478881 | +124.101562500000000
+44.796782984804210 |  +15.811739929074520 |     9 | Z6CD8                      | +44.741868224042669 |  +15.820312500000000
+79.057346779510738 | -153.863976042862078 |     9 | XHABB                      | +79.052191801626819 | -153.984375000000000
+43.983075698840537 |  -84.106659020725147 |     9 | W2CJJ                      | +43.870378415504760 |  -84.023437500000000
-21.672624590661094 | -101.059421326895674 |     9 | R3G6H                      | -21.594084444440607 | -100.898437500000000
+47.672437025931259 | -128.073563272236242 |     9 | WG542                      | +47.690211294279329 | -127.968750000000000
+56.080621570299428 |  +58.167953362740207 |     9 | Y4CHH                      | +56.054830614295007 |  +58.007812500000000
-72.732458929459412 | +111.953423376055241 |     9 | TA7EG                      | -72.727603467294728 | +111.796875000000000
+21.071376845018037 | +145.793635048202930 |     9 | YBG7E                      | +21.216136996759349 | +145.898437500000000
+41.022989855205836 |  +22.003533874718926 |     9 | ZA728                      | +40.872163077005993 |  +22.148437500000000
+55.508377096088168 |  -79.901914211560040 |     9 | W5CE4                      | +55.598796516962153 |  -79.804687500000000
 +7.743703966730052 |  -74.297944870772341 |    10 | WEFJ7P                     |  +7.790410512627611 |  -74.355468750000000
+77.223246532268774 |  -98.569331696877711 |    10 | W7FFAN                     | +77.242151437940450 |  -98.613281250000000
-79.871667194272959 |  -62.692256878633358 |    10 | VJ52DP                     | -79.886420058021187 |  -62.753906250000000
 +0.413887149574151 | -169.789343677172980 |    10 | WJJDEM                     |  +0.405946011663530 | -169.804687500000000
 +9.772112708041206 | +134.741798982442845 |    10 | YB6HDN                     |  +9.796193099947470 | +134.824218750000000
+33.767484934746477 |  +44.268596272189541 |    10 | YF36CN                     | +33.695773917230120 |  +44.121093750000000
+75.204007809959961 | +164.980560183158104 |    10 | X3JEEN                     | +75.216538897859891 | +165.058593750000000
+53.482859213937246 |  +38.787065058906364 |    10 | YGAABM                     | +53.479810354330226 |  +38.671875000000000
